연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,카드종류,연락일
56,회사원,이혼,미확인,미확인,대출있음,대출있음,유선전화,31,1,,0,no,225,2020-06-26
36,회사원,결혼,전문학교,미확인,없음,없음,유선전화,21,1,,0,no,226,2020-06-27
45,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,334,2,,0,no,227,2020-06-28
38,기술자,미혼,대졸학사,없음,대출있음,대출있음,유선전화,156,1,,0,no,87,2020-06-28
41,기술자,결혼,석박사,없음,없음,없음,유선전화,92,1,,0,no,88,2020-06-28
37,산업노동자,결혼,석박사,미확인,없음,없음,유선전화,128,2,,0,no,89,2020-06-28
45,회사원,미혼,대졸학사,없음,없음,대출있음,유선전화,766,1,,0,no,90,2020-06-28
48,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,162,1,,0,no,91,2020-06-28
29,회사원,미혼,고졸,미확인,없음,없음,유선전화,255,5,,0,no,92,2020-06-28
38,기술자,미혼,대졸학사,없음,없음,없음,유선전화,137,1,,0,no,93,2020-06-29
48,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,189,1,,0,no,94,2020-06-29
40,산업노동자,결혼,전문학교,없음,없음,없음,유선전화,110,1,,0,no,95,2020-06-29
38,산업노동자,미혼,대졸학사,미확인,대출있음,없음,유선전화,395,2,,0,yes,96,2020-06-29
42,산업노동자,결혼,중졸,없음,없음,없음,유선전화,135,1,,0,no,97,2020-06-29
32,산업노동자,결혼,고졸,없음,없음,없음,유선전화,102,4,,0,no,98,2020-06-29
56,회사원,결혼,미확인,미확인,대출있음,없음,유선전화,705,1,,0,no,99,2020-07-02
54,서비스종사자,결혼,미확인,없음,없음,없음,유선전화,192,1,,0,no,100,2020-07-02
60,은퇴,결혼,중졸,미확인,없음,없음,유선전화,188,2,,0,no,101,2020-07-02
47,회사원,결혼,전문학교,미확인,대출있음,없음,유선전화,139,1,,0,no,102,2020-07-02
46,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,131,1,,0,no,103,2020-07-02
42,회사원,미혼,전문학교,없음,없음,없음,유선전화,65,1,,0,no,104,2020-07-02
55,산업노동자,결혼,중졸,미확인,대출있음,대출있음,유선전화,266,2,,0,no,105,2020-07-02
37,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,76,1,,0,no,106,2020-07-03
38,기술자,미혼,대졸학사,없음,없음,없음,유선전화,1015,1,,0,yes,107,2020-07-03
45,기술자,결혼,대졸학사,미확인,대출있음,없음,유선전화,122,1,,0,no,108,2020-07-03
32,산업노동자,결혼,검정고시,없음,없음,대출있음,유선전화,60,1,,0,no,109,2020-07-03
37,산업노동자,결혼,석박사,미확인,대출있음,대출있음,유선전화,111,3,,0,no,110,2020-07-03
30,기술자,결혼,대졸학사,없음,대출있음,없음,유선전화,683,2,,0,yes,111,2020-07-04
36,산업노동자,결혼,전문학교,없음,없음,대출있음,유선전화,100,1,,0,no,112,2020-07-04
48,회사원,결혼,전문학교,없음,없음,없음,유선전화,82,1,,0,no,113,2020-07-04
51,회사원,미혼,검정고시,없음,없음,없음,유선전화,470,1,,0,yes,114,2020-07-04
46,주부,결혼,중졸,없음,없음,대출있음,유선전화,149,1,,0,no,115,2020-07-04
48,산업노동자,이혼,중졸,미확인,없음,없음,유선전화,106,1,,0,no,116,2020-07-04
47,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,127,2,,0,no,117,2020-07-05
41,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,320,1,,0,no,118,2020-07-05
53,은퇴,미혼,석박사,미확인,대출있음,없음,유선전화,145,1,,0,no,119,2020-07-05
55,은퇴,결혼,중졸,미확인,대출있음,없음,유선전화,129,1,,0,no,120,2020-07-05
44,공무원,결혼,대졸학사,미확인,없음,없음,유선전화,730,1,,0,no,121,2020-07-05
48,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,36,1,,0,no,122,2020-07-05
50,서비스종사자,결혼,미확인,미확인,없음,없음,유선전화,521,1,,0,no,123,2020-07-05
34,산업노동자,결혼,고졸,없음,없음,없음,유선전화,95,3,,0,no,124,2020-07-05
38,기업가,결혼,고졸,없음,없음,없음,유선전화,120,1,,0,no,125,2020-07-05
42,미취업자,미혼,대졸학사,없음,없음,없음,유선전화,349,1,,0,no,126,2020-07-06
57,은퇴,결혼,대졸학사,없음,대출있음,없음,유선전화,768,1,,0,no,127,2020-07-06
58,산업노동자,이혼,중졸,없음,대출있음,없음,유선전화,277,1,,0,no,128,2020-07-06
48,공무원,결혼,대졸학사,미확인,대출있음,없음,유선전화,289,1,,0,no,129,2020-07-06
32,회사원,이혼,전문학교,없음,없음,없음,유선전화,473,1,,0,no,130,2020-07-09
35,회사원,미혼,대졸학사,없음,없음,없음,유선전화,133,1,,0,no,131,2020-07-10
55,은퇴,결혼,검정고시,미확인,없음,없음,유선전화,129,1,,0,no,132,2020-07-10
47,산업노동자,결혼,중졸,없음,대출있음,대출있음,유선전화,386,2,,0,no,133,2020-07-11
31,서비스종사자,결혼,검정고시,미확인,없음,없음,유선전화,1001,4,,0,yes,134,2020-07-11
38,기술자,결혼,석박사,없음,대출있음,없음,유선전화,76,1,,0,no,135,2020-07-11
49,자영업자,결혼,석박사,없음,대출있음,없음,유선전화,214,1,,0,no,136,2020-07-11
33,자영업자,이혼,고졸,없음,대출있음,없음,유선전화,355,1,,0,no,137,2020-07-11
27,회사원,미혼,대졸학사,없음,대출있음,대출있음,유선전화,194,2,,0,no,138,2020-07-12
45,기술자,결혼,대졸학사,없음,대출있음,대출있음,유선전화,845,1,,0,yes,139,2020-07-12
34,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,208,1,,0,no,140,2020-07-12
38,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,173,1,,0,no,141,2020-07-12
45,기술자,미혼,석박사,없음,없음,없음,유선전화,113,2,,0,no,142,2020-07-12
28,회사원,미혼,미확인,없음,없음,없음,유선전화,109,2,,0,no,143,2020-07-13
54,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,853,1,,0,no,144,2020-07-13
58,은퇴,결혼,석박사,미확인,없음,대출있음,유선전화,518,1,,0,no,145,2020-07-13
48,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,124,2,,0,no,146,2020-07-13
57,회사원,이혼,고졸,미확인,없음,없음,유선전화,452,2,,0,no,147,2020-07-13
28,회사원,결혼,대졸학사,없음,미확인,미확인,유선전화,203,2,,0,no,148,2020-07-16
49,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,813,2,,0,no,149,2020-07-16
60,은퇴,결혼,대졸학사,미확인,미확인,미확인,유선전화,81,1,,0,no,150,2020-07-16
39,서비스종사자,이혼,고졸,없음,없음,없음,유선전화,93,1,,0,no,151,2020-07-16
40,자영업자,결혼,석박사,없음,없음,없음,유선전화,119,1,,0,no,152,2020-07-17
58,미확인,결혼,중졸,없음,없음,대출있음,유선전화,295,3,,0,no,153,2020-07-17
36,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,296,1,,0,no,154,2020-07-17
59,은퇴,결혼,대졸학사,없음,없음,없음,유선전화,916,2,,0,no,155,2020-07-17
42,회사원,결혼,검정고시,없음,없음,없음,유선전화,60,2,,0,no,156,2020-07-18
35,학생,미혼,대졸학사,미확인,없음,없음,유선전화,443,1,,0,no,157,2020-07-18
42,산업노동자,이혼,전문학교,없음,없음,없음,유선전화,225,2,,0,no,158,2020-07-18
37,산업노동자,결혼,전문학교,없음,대출있음,없음,유선전화,262,2,,0,no,159,2020-07-18
49,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,431,2,,0,no,160,2020-07-18
39,산업노동자,결혼,고졸,미확인,대출있음,대출있음,유선전화,358,2,,0,no,161,2020-07-18
46,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,565,2,,0,no,162,2020-07-18
36,회사원,결혼,전문학교,없음,없음,없음,유선전화,753,6,,0,yes,163,2020-07-18
35,기술자,결혼,석박사,없음,없음,없음,유선전화,103,3,,0,no,164,2020-07-19
51,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,708,2,,0,no,165,2020-07-19
40,산업노동자,이혼,고졸,미확인,대출있음,대출있음,유선전화,265,1,,0,no,166,2020-07-19
32,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,255,2,,0,no,167,2020-07-19
42,회사원,이혼,대졸학사,없음,없음,없음,유선전화,434,2,,0,no,168,2020-07-19
25,회사원,미혼,대졸학사,없음,없음,없음,유선전화,59,1,,0,no,169,2020-07-20
46,산업노동자,결혼,검정고시,미확인,대출있음,없음,유선전화,305,1,,0,no,170,2020-07-20
42,회사원,결혼,검정고시,없음,없음,없음,유선전화,155,2,,0,no,171,2020-07-20
47,공무원,결혼,중졸,미확인,대출있음,없음,유선전화,805,2,,0,no,172,2020-07-20
56,회사원,결혼,전문학교,없음,없음,없음,유선전화,242,1,,0,no,173,2020-07-20
27,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,19,9,,0,no,174,2020-07-23
47,주부,결혼,대졸학사,없음,없음,없음,유선전화,93,6,,0,no,175,2020-07-23
30,공무원,미혼,대졸학사,없음,대출있음,없음,유선전화,211,3,,0,no,176,2020-07-23
48,회사원,이혼,전문학교,없음,없음,없음,유선전화,31,2,,0,no,177,2020-07-23
45,공무원,결혼,미확인,미확인,대출있음,없음,유선전화,213,5,,0,no,178,2020-07-24
58,은퇴,결혼,전문학교,없음,대출있음,없음,유선전화,104,2,,0,no,179,2020-07-24
39,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,342,3,,0,no,180,2020-07-24
54,회사원,결혼,대졸학사,없음,없음,없음,유선전화,172,2,,0,no,181,2020-07-24
33,공무원,미혼,대졸학사,없음,대출있음,대출있음,유선전화,160,3,,0,no,182,2020-07-24
58,은퇴,이혼,석박사,미확인,대출있음,없음,유선전화,535,2,,0,no,183,2020-07-24
39,회사원,결혼,전문학교,미확인,대출있음,없음,유선전화,514,5,,0,no,184,2020-07-25
49,자영업자,결혼,석박사,없음,대출있음,없음,유선전화,276,1,,0,no,185,2020-07-25
33,산업노동자,결혼,고졸,없음,없음,없음,유선전화,176,3,,0,no,186,2020-07-25
40,주부,이혼,미확인,없음,없음,없음,유선전화,20,1,,0,no,187,2020-07-25
49,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,161,1,,0,no,188,2020-07-25
50,주부,미혼,미확인,없음,대출있음,없음,유선전화,473,1,,0,no,189,2020-07-25
40,산업노동자,미혼,고졸,없음,없음,없음,유선전화,245,4,,0,no,190,2020-07-25
50,서비스종사자,결혼,미확인,미확인,없음,없음,유선전화,144,1,,0,no,191,2020-07-25
30,기술자,결혼,대졸학사,미확인,없음,없음,유선전화,123,1,,0,no,192,2020-07-26
32,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,93,2,,0,no,193,2020-07-26
59,은퇴,결혼,중졸,미확인,없음,없음,유선전화,188,3,,0,no,194,2020-07-27
53,기술자,결혼,석박사,없음,없음,없음,유선전화,332,1,,0,no,195,2020-07-27
43,회사원,이혼,고졸,없음,미확인,미확인,유선전화,178,2,,0,no,196,2020-07-27
48,자영업자,결혼,고졸,미확인,대출있음,없음,유선전화,318,2,,0,no,197,2020-07-30
47,미확인,이혼,중졸,미확인,없음,없음,유선전화,94,1,,0,no,198,2020-07-30
53,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,139,2,,0,no,199,2020-07-30
37,회사원,결혼,전문학교,미확인,없음,없음,유선전화,152,1,,0,no,200,2020-07-30
26,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,188,1,,0,no,201,2020-07-30
38,기술자,미혼,석박사,없음,대출있음,없음,유선전화,94,2,,0,no,202,2020-07-30
36,회사원,결혼,대졸학사,없음,없음,없음,유선전화,54,3,,0,no,203,2020-07-30
45,회사원,결혼,고졸,없음,대출있음,없음,유선전화,29,1,,0,no,204,2020-07-30
47,기술자,결혼,고졸,없음,대출있음,없음,유선전화,271,1,,0,no,205,2020-07-31
36,기술자,결혼,석박사,없음,없음,대출있음,유선전화,95,1,,0,no,206,2020-07-31
47,기술자,결혼,고졸,없음,없음,없음,유선전화,227,1,,0,no,207,2020-07-31
31,공무원,결혼,대졸학사,없음,없음,없음,유선전화,190,1,,0,no,208,2020-07-31
29,산업노동자,결혼,검정고시,없음,없음,대출있음,유선전화,60,1,,0,no,209,2020-07-31
42,기술자,미혼,미확인,없음,없음,없음,유선전화,162,4,,0,no,210,2020-07-31
41,서비스종사자,결혼,고졸,없음,대출있음,대출있음,유선전화,296,1,,0,no,211,2020-07-31
27,기술자,미혼,석박사,없음,대출있음,없음,유선전화,125,1,,0,no,212,2020-08-01
35,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,78,3,,0,no,213,2020-08-01
49,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,67,2,,0,no,214,2020-08-01
45,산업노동자,결혼,중졸,없음,미확인,미확인,유선전화,93,1,,0,no,215,2020-08-01
50,기술자,결혼,검정고시,없음,대출있음,없음,유선전화,119,2,,0,no,216,2020-08-01
49,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,3,1,,0,no,217,2020-08-01
27,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,297,3,,0,no,218,2020-08-01
58,은퇴,결혼,석박사,미확인,미확인,미확인,유선전화,179,1,,0,no,219,2020-08-02
39,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,342,2,,0,no,220,2020-08-02
41,기술자,결혼,고졸,없음,대출있음,없음,유선전화,420,1,,0,no,221,2020-08-02
45,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,378,1,,0,no,222,2020-08-02
48,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,190,1,,0,no,223,2020-08-02
46,회사원,이혼,전문학교,미확인,대출있음,없음,유선전화,354,2,,0,no,224,2020-08-02
49,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,190,1,,0,no,225,2020-08-02
33,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,131,1,,0,no,226,2020-08-02
46,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,367,1,,0,no,227,2020-08-02
51,은퇴,결혼,중졸,미확인,대출있음,대출있음,유선전화,394,1,,0,no,87,2020-08-03
43,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,91,2,,0,no,88,2020-08-03
51,회사원,결혼,전문학교,미확인,없음,없음,유선전화,280,1,,0,no,89,2020-08-03
43,산업노동자,결혼,고졸,없음,없음,없음,유선전화,768,2,,0,no,90,2020-08-09
38,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,184,1,,0,no,91,2020-08-09
56,미취업자,결혼,고졸,미확인,없음,대출있음,유선전화,43,2,,0,no,92,2020-08-10
34,서비스종사자,결혼,전문학교,없음,대출있음,대출있음,유선전화,108,2,,0,no,93,2020-08-10
35,회사원,미혼,대졸학사,없음,대출있음,대출있음,유선전화,195,2,,0,no,94,2020-08-13
45,회사원,결혼,고졸,미확인,대출있음,없음,유선전화,109,1,,0,no,95,2020-08-13
43,기술자,결혼,고졸,미확인,없음,대출있음,유선전화,226,1,,0,no,96,2020-08-13
47,서비스종사자,이혼,전문학교,없음,미확인,미확인,유선전화,299,3,,0,no,97,2020-08-13
49,미확인,결혼,미확인,없음,없음,없음,유선전화,192,1,,0,no,98,2020-08-13
36,주부,결혼,전문학교,없음,없음,없음,유선전화,141,4,,0,no,99,2020-08-13
35,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,87,1,,0,no,100,2020-08-14
27,산업노동자,결혼,고졸,없음,미확인,미확인,유선전화,169,2,,0,no,101,2020-08-14
54,은퇴,결혼,전문학교,미확인,없음,없음,유선전화,119,10,,0,no,102,2020-08-14
31,회사원,결혼,전문학교,미확인,대출있음,없음,유선전화,101,13,,0,no,103,2020-08-14
33,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,210,1,,0,no,104,2020-08-14
29,공무원,결혼,대졸학사,없음,없음,없음,유선전화,129,4,,0,no,105,2020-08-14
40,산업노동자,결혼,검정고시,미확인,대출있음,없음,유선전화,481,3,,0,no,106,2020-08-14
36,회사원,결혼,대졸학사,없음,없음,없음,유선전화,215,1,,0,no,107,2020-08-15
51,기업가,결혼,고졸,없음,대출있음,없음,유선전화,142,2,,0,no,108,2020-08-15
39,기술자,결혼,석박사,없음,없음,없음,유선전화,411,2,,0,no,109,2020-08-15
36,공무원,결혼,대졸학사,없음,없음,없음,유선전화,93,1,,0,no,110,2020-08-15
30,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,65,1,,0,no,111,2020-08-16
36,산업노동자,이혼,전문학교,없음,없음,없음,유선전화,531,2,,0,no,112,2020-08-16
37,기술자,결혼,석박사,없음,없음,없음,유선전화,34,4,,0,no,113,2020-08-16
46,주부,결혼,중졸,없음,없음,없음,유선전화,788,3,,0,no,114,2020-08-16
44,산업노동자,결혼,미확인,없음,없음,대출있음,유선전화,431,1,,0,no,115,2020-08-16
30,공무원,결혼,대졸학사,없음,없음,없음,유선전화,851,4,,0,no,116,2020-08-17
30,회사원,미혼,전문학교,없음,없음,없음,유선전화,315,3,,0,no,117,2020-08-17
33,기술자,미혼,전문학교,없음,없음,없음,유선전화,214,1,,0,no,118,2020-08-17
54,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,92,4,,0,no,119,2020-08-17
44,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,73,3,,0,no,120,2020-08-17
39,산업노동자,미혼,미확인,미확인,없음,없음,유선전화,181,3,,0,no,121,2020-08-20
35,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,159,2,,0,no,122,2020-08-20
55,기술자,결혼,석박사,없음,없음,없음,유선전화,58,2,,0,no,123,2020-08-21
29,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,1052,1,,0,no,124,2020-08-21
55,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,165,2,,0,no,125,2020-08-21
36,기술자,결혼,대졸학사,없음,없음,없음,유선전화,309,2,,0,no,126,2020-08-21
39,산업노동자,결혼,검정고시,없음,대출있음,없음,유선전화,163,2,,0,no,127,2020-08-21
58,회사원,결혼,검정고시,없음,대출있음,없음,유선전화,210,3,,0,no,128,2020-08-21
37,회사원,미혼,전문학교,없음,없음,없음,유선전화,165,3,,0,no,129,2020-08-22
28,산업노동자,미혼,검정고시,미확인,대출있음,없음,유선전화,331,2,,0,no,130,2020-08-22
34,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,230,3,,0,no,131,2020-08-22
54,은퇴,이혼,중졸,없음,대출있음,없음,유선전화,584,2,,0,no,132,2020-08-22
27,공무원,미혼,대졸학사,없음,대출있음,없음,유선전화,134,2,,0,no,133,2020-08-22
31,기업가,미혼,고졸,없음,없음,없음,유선전화,185,6,,0,no,134,2020-08-22
48,산업노동자,결혼,중졸,없음,없음,없음,유선전화,295,2,,0,no,135,2020-08-22
46,주부,결혼,중졸,없음,없음,없음,유선전화,86,4,,0,no,136,2020-08-22
40,기술자,미혼,전문학교,없음,없음,없음,유선전화,151,4,,0,no,137,2020-08-22
47,서비스종사자,결혼,전문학교,미확인,없음,대출있음,유선전화,69,11,,0,no,138,2020-08-22
47,산업노동자,결혼,석박사,미확인,대출있음,없음,유선전화,15,11,,0,no,139,2020-08-22
58,기업가,결혼,대졸학사,미확인,없음,없음,유선전화,437,2,,0,no,140,2020-08-23
51,자영업자,결혼,석박사,미확인,대출있음,대출있음,유선전화,139,4,,0,no,141,2020-08-23
36,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,267,2,,0,no,142,2020-08-23
36,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,259,5,,0,no,143,2020-08-24
36,산업노동자,미혼,대졸학사,미확인,대출있음,없음,유선전화,165,2,,0,no,144,2020-08-24
46,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,566,2,,0,no,145,2020-08-24
50,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,175,2,,0,no,146,2020-08-24
47,공무원,이혼,대졸학사,없음,없음,없음,유선전화,198,2,,0,no,147,2020-08-24
60,은퇴,결혼,전문학교,미확인,대출있음,없음,유선전화,220,2,,0,no,148,2020-08-24
36,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,168,2,,0,no,149,2020-08-27
25,자영업자,미혼,대졸학사,없음,없음,없음,유선전화,247,3,,0,no,150,2020-08-27
40,기업가,결혼,대졸학사,미확인,대출있음,없음,유선전화,291,2,,0,no,151,2020-08-28
36,기술자,결혼,미확인,없음,대출있음,없음,유선전화,322,2,,0,no,152,2020-08-29
37,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,194,2,,0,no,153,2020-08-29
46,산업노동자,결혼,미확인,미확인,대출있음,없음,유선전화,379,2,,0,no,154,2020-08-29
49,서비스종사자,결혼,전문학교,없음,없음,대출있음,유선전화,151,2,,0,no,155,2020-08-29
42,기술자,결혼,석박사,미확인,없음,없음,유선전화,166,4,,0,no,156,2020-08-29
37,산업노동자,결혼,전문학교,없음,없음,없음,유선전화,64,2,,0,no,157,2020-08-29
36,기술자,결혼,대졸학사,없음,대출있음,대출있음,유선전화,232,4,,0,no,158,2020-08-30
57,산업노동자,결혼,중졸,없음,대출있음,대출있음,유선전화,647,7,,0,no,159,2020-08-30
39,서비스종사자,결혼,고졸,없음,대출있음,없음,유선전화,322,3,,0,no,160,2020-08-30
28,회사원,결혼,전문학교,없음,없음,없음,유선전화,337,6,,0,no,161,2020-08-31
47,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,133,12,,0,no,162,2020-08-31
42,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,50,3,,0,no,163,2020-08-31
34,기업가,결혼,석박사,없음,없음,없음,유선전화,87,2,,0,no,164,2020-08-31
51,산업노동자,결혼,석박사,없음,없음,대출있음,유선전화,771,2,,0,no,165,2020-08-31
30,서비스종사자,미혼,미확인,없음,대출있음,없음,유선전화,205,3,,0,no,166,2020-08-31
33,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,76,2,,0,no,167,2020-08-31
58,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,318,2,,0,no,168,2020-08-31
36,기술자,결혼,고졸,미확인,없음,없음,유선전화,109,9,,0,no,169,2020-09-03
39,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,304,2,,0,no,170,2020-09-03
31,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,209,2,,0,no,171,2020-09-03
45,서비스종사자,미혼,석박사,미확인,미확인,미확인,유선전화,271,2,,0,no,172,2020-09-03
34,산업노동자,미혼,중졸,없음,대출있음,대출있음,유선전화,1093,3,,0,no,173,2020-09-03
33,서비스종사자,이혼,전문학교,없음,없음,없음,유선전화,326,4,,0,no,174,2020-09-04
35,산업노동자,결혼,검정고시,미확인,대출있음,없음,유선전화,389,2,,0,no,175,2020-09-04
39,기술자,결혼,석박사,없음,없음,없음,유선전화,273,2,,0,no,176,2020-09-05
42,기술자,미혼,전문학교,미확인,없음,없음,유선전화,264,3,,0,no,177,2020-09-05
37,회사원,결혼,전문학교,없음,없음,없음,유선전화,1106,4,,0,no,178,2020-09-05
42,산업노동자,미혼,고졸,없음,미확인,미확인,유선전화,195,5,,0,no,179,2020-09-05
48,기술자,미혼,미확인,없음,미확인,미확인,유선전화,69,19,,0,no,180,2020-09-05
29,회사원,결혼,전문학교,없음,없음,없음,유선전화,214,2,,0,no,181,2020-09-06
59,은퇴,결혼,고졸,없음,대출있음,없음,유선전화,87,9,,0,no,182,2020-09-06
32,산업노동자,미혼,고졸,없음,없음,없음,유선전화,122,7,,0,no,183,2020-09-06
31,서비스종사자,결혼,고졸,없음,없음,없음,유선전화,945,2,,0,yes,184,2020-09-07
52,공무원,결혼,중졸,미확인,대출있음,없음,유선전화,288,2,,0,no,185,2020-09-07
46,산업노동자,결혼,미확인,없음,없음,없음,유선전화,50,3,,0,no,186,2020-09-07
25,산업노동자,결혼,고졸,없음,없음,없음,유선전화,816,3,,0,no,187,2020-09-10
36,기업가,결혼,검정고시,없음,대출있음,없음,유선전화,284,2,,0,no,188,2020-09-10
23,산업노동자,결혼,석박사,없음,대출있음,없음,유선전화,116,4,,0,no,189,2020-09-10
42,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,72,4,,0,no,190,2020-09-11
43,회사원,결혼,전문학교,없음,없음,없음,유선전화,232,2,,0,no,191,2020-09-11
29,서비스종사자,미혼,전문학교,없음,없음,대출있음,유선전화,262,2,,0,no,192,2020-09-11
45,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,190,5,,0,no,193,2020-09-11
45,기업가,결혼,대졸학사,없음,대출있음,없음,유선전화,1721,2,,0,yes,194,2020-09-12
27,기술자,미혼,전문학교,미확인,없음,대출있음,유선전화,351,2,,0,no,195,2020-09-12
35,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,166,2,,0,no,196,2020-09-12
35,기술자,결혼,석박사,없음,없음,없음,유선전화,104,2,,0,no,197,2020-09-12
39,산업노동자,이혼,전문학교,없음,대출있음,대출있음,유선전화,163,3,,0,no,198,2020-09-12
29,기술자,결혼,석박사,없음,없음,없음,유선전화,492,2,,0,no,199,2020-09-12
46,산업노동자,이혼,중졸,미확인,없음,없음,유선전화,152,3,,0,no,200,2020-09-12
39,회사원,결혼,대졸학사,없음,없음,없음,유선전화,109,4,,0,no,201,2020-09-12
34,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,384,1,,0,no,202,2020-09-12
44,기업가,이혼,대졸학사,없음,대출있음,없음,유선전화,1032,1,,0,no,203,2020-09-13
35,산업노동자,결혼,미확인,없음,없음,없음,유선전화,128,2,,0,no,204,2020-09-13
33,기술자,미혼,석박사,없음,대출있음,대출있음,유선전화,65,6,,0,no,205,2020-09-13
41,산업노동자,미혼,고졸,미확인,없음,없음,유선전화,194,4,,0,no,206,2020-09-13
37,기술자,결혼,대졸학사,없음,없음,없음,유선전화,360,2,,0,no,207,2020-09-13
40,회사원,미혼,대졸학사,미확인,대출있음,없음,유선전화,96,4,,0,no,208,2020-09-13
42,산업노동자,이혼,고졸,없음,대출있음,없음,유선전화,20,11,,0,no,209,2020-09-14
55,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,323,4,,0,no,210,2020-09-14
46,공무원,결혼,검정고시,미확인,없음,없음,유선전화,332,2,,0,no,211,2020-09-14
37,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,735,8,,0,no,212,2020-09-14
39,기술자,결혼,석박사,없음,없음,없음,유선전화,151,2,,0,no,213,2020-09-14
40,산업노동자,결혼,전문학교,없음,없음,없음,유선전화,158,3,,0,no,214,2020-09-17
52,기술자,결혼,전문학교,없음,대출있음,대출있음,유선전화,73,2,,0,no,215,2020-09-17
43,공무원,결혼,대졸학사,없음,미확인,미확인,유선전화,407,4,,0,no,216,2020-09-17
51,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,438,2,,0,no,217,2020-09-17
45,공무원,이혼,고졸,미확인,없음,없음,유선전화,174,3,,0,no,218,2020-09-18
40,공무원,이혼,대졸학사,미확인,없음,없음,유선전화,175,3,,0,no,219,2020-09-18
28,학생,미혼,전문학교,미확인,대출있음,없음,유선전화,313,4,,0,no,220,2020-09-18
33,회사원,미혼,전문학교,없음,미확인,미확인,유선전화,137,4,,0,no,221,2020-09-18
47,자영업자,결혼,미확인,미확인,없음,없음,유선전화,22,3,,0,no,222,2020-09-18
54,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,328,4,,0,no,223,2020-09-18
46,미확인,결혼,대졸학사,없음,없음,없음,유선전화,93,4,,0,no,224,2020-09-19
