CustomerId,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,StartDate,EndDate,EndDateTmp,ChurnLabel,ChurnScore,ChurnCategory,ChurnReason,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge
C-11007,여성,39,30대,No,Yes,3,No,0,No,신용카드,Yes,No,No,Yes,53,2020.12.1,,2022.1.1,No,54,,,5969,3,0,10170,10170
C-11008,남성,44,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,3,2021.10.1,2021.11.1,2021.11.1,Yes,79,Other,Moved,2905,2,0,18190,18190
C-11009,남성,61,60대,Yes,No,0,Yes,3,Yes,신용카드,Yes,No,Yes,No,3,2016.9.1,,2022.1.1,No,62,,,6069,3,67800,20340,1058810
C-11010,남성,35,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,18,2020.5.1,2021.3.1,2021.3.1,Yes,91,Dissatisfaction,Lack of self-service on Website,4501,2,0,1240,12320
C-11011,남성,34,30대,No,No,0,No,0,No,이체/메일확인,No,Yes,No,Yes,5,2020.9.1,,2022.1.1,No,37,,,3272,3,0,42940,171760
C-11012,남성,21,20대,No,No,0,Yes,7,No,계좌이체,Yes,No,Yes,Yes,30,2015.3.1,,2022.1.1,No,27,,,4031,4,0,0,0
C-11013,남성,39,30대,Yes,No,0,Yes,7,No,신용카드,No,No,No,No,0,2016.1.1,,2022.1.1,No,72,,,5971,4,0,34010,2043490
C-11014,남성,78,70대,Yes,No,0,Yes,7,Yes,신용카드,No,No,Yes,Yes,12,2020.5.1,,2022.1.1,No,78,,,4537,5,0,28930,231200
C-11015,여성,31,30대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,No,Yes,22,2020.11.1,2021.9.1,2021.9.1,Yes,78,Competitor,Competitor offered higher download speeds,3596,3,0,36270,362390
C-11016,여성,44,40대,Yes,Yes,3,Yes,1,No,신용카드,No,No,No,No,0,2020.10.1,,2022.1.1,No,31,,,4943,4,0,34240,102830
C-11017,남성,69,60대,Yes,Yes,1,Yes,9,Yes,계좌이체,No,No,No,No,0,2015.9.1,,2022.1.1,No,68,,,4772,3,0,41920,2682390
C-11018,여성,39,30대,Yes,No,0,Yes,6,Yes,계좌이체,No,Yes,No,Yes,30,2015.7.1,,2022.1.1,No,20,,,4016,4,0,47690,3149540
C-11019,남성,27,20대,Yes,Yes,2,Yes,7,Yes,계좌이체,No,Yes,No,Yes,59,2016.12.1,,2022.1.1,No,65,,,5542,3,0,40790,1997730
C-11020,여성,37,30대,No,No,0,No,0,No,계좌이체,No,Yes,No,Yes,27,2020.12.1,,2022.1.1,No,32,,,5230,3,0,50850,50850
C-11021,남성,55,50대,No,Yes,1,No,0,Yes,계좌이체,No,Yes,No,Yes,18,2018.1.1,,2022.1.1,No,76,,,4671,3,0,24070,866480
C-11022,여성,24,20대,No,No,0,Yes,8,Yes,계좌이체,Yes,No,Yes,Yes,53,2016.3.1,,2022.1.1,No,62,,,5269,3,0,30510,1768900
C-11023,남성,55,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,12,2020.6.1,,2022.1.1,No,52,,,5335,3,0,39100,273570
C-11024,여성,39,30대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,3,2020.12.1,,2022.1.1,No,31,,,4633,5,0,42380,42380
C-11025,남성,75,70대,Yes,No,0,Yes,5,Yes,계좌이체,Yes,Yes,Yes,No,13,2015.1.1,,2022.1.1,No,64,,,4404,3,135600,24180,1738620
C-11026,남성,76,70대,Yes,No,0,Yes,2,Yes,계좌이체,No,No,No,Yes,28,2018.2.1,,2022.1.1,No,60,,,2300,3,0,4750,164530
C-11027,남성,52,50대,No,No,0,No,0,Yes,신용카드,Yes,Yes,No,Yes,26,2019.4.1,2021.8.1,2021.8.1,Yes,80,Dissatisfaction,Service dissatisfaction,5433,1,0,40120,1123900
C-11028,남성,45,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,19,2018.7.1,,2022.1.1,No,37,,,3778,3,0,19550,585110
C-11029,남성,49,40대,Yes,Yes,1,Yes,1,Yes,계좌이체,No,Yes,Yes,Yes,10,2016.9.1,,2022.1.1,No,56,,,4740,3,0,12770,663990
C-11030,여성,63,60대,Yes,Yes,1,Yes,1,Yes,계좌이체,Yes,Yes,Yes,Yes,14,2015.1.1,,2022.1.1,No,33,,,4055,3,0,35930,2589730
C-11031,남성,31,30대,Yes,Yes,1,Yes,10,Yes,계좌이체,No,No,No,No,0,2018.6.1,,2022.1.1,No,79,,,2990,4,0,10850,334930
C-11032,남성,25,20대,Yes,Yes,1,Yes,2,No,계좌이체,Yes,Yes,Yes,Yes,59,2015.3.1,,2022.1.1,No,42,,,4422,4,0,40570,2839690
C-11033,남성,51,50대,Yes,Yes,2,Yes,5,No,계좌이체,Yes,No,Yes,Yes,12,2016.8.1,,2022.1.1,No,36,,,5957,5,0,30280,1607430
C-11035,여성,51,50대,Yes,Yes,3,Yes,1,No,신용카드,No,No,No,No,0,2020.3.1,,2022.1.1,No,74,,,2836,5,0,21020,210410
C-11037,여성,46,40대,Yes,No,0,No,0,No,이체/메일확인,No,No,No,No,0,2018.8.1,,2022.1.1,No,59,,,2712,4,0,6440,186450
C-11038,남성,21,20대,No,No,0,Yes,4,Yes,계좌이체,Yes,Yes,Yes,No,73,2016.2.1,,2022.1.1,No,21,,,5020,3,169500,47910,2824770
C-11039,남성,34,30대,No,No,0,No,0,No,신용카드,No,No,No,Yes,16,2021.1.1,2021.3.1,2021.3.1,Yes,81,Competitor,Competitor made better offer,3843,1,0,22040,44070
C-11040,여성,57,50대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,12,2016.9.1,2021.7.1,2021.7.1,Yes,82,Competitor,Competitor offered higher download speeds,5902,1,0,16950,982420
C-11041,남성,21,20대,No,No,0,Yes,9,No,신용카드,Yes,Yes,Yes,Yes,26,2017.4.1,,2022.1.1,No,76,,,5264,3,0,29040,1306390
C-11042,남성,32,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,16,2020.1.1,,2022.1.1,No,70,,,2916,3,0,12430,149730
C-11043,여성,36,30대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,9,2020.7.1,2021.7.1,2021.7.1,Yes,79,Dissatisfaction,Product dissatisfaction,5047,1,0,19780,236740
C-11044,남성,23,20대,No,No,0,Yes,6,Yes,신용카드,No,No,No,Yes,51,2018.4.1,,2022.1.1,No,28,,,2422,4,0,54810,1808230
C-11045,여성,31,30대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,16,2020.11.1,2021.8.1,2021.8.1,Yes,90,Competitor,Limited range of services,5900,1,0,41130,370530
C-11046,남성,25,20대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,Yes,Yes,52,2020.11.1,2021.6.1,2021.6.1,Yes,90,Dissatisfaction,Poor expertise of online support,3807,2,0,21700,152100
C-11047,남성,34,30대,Yes,No,0,Yes,5,Yes,계좌이체,No,No,No,Yes,19,2015.7.1,,2022.1.1,No,60,,,4186,5,0,36160,2389500
C-11048,남성,63,60대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,Yes,No,26,2017.2.1,2021.6.1,2021.6.1,Yes,97,Competitor,Poor expertise of phone support,4751,3,135600,52660,2737650
C-11049,여성,57,50대,Yes,No,0,Yes,6,No,계좌이체,Yes,No,No,Yes,11,2016.12.1,,2022.1.1,No,29,,,5565,4,0,0,0
C-11050,여성,34,30대,Yes,Yes,2,Yes,2,Yes,계좌이체,Yes,No,No,Yes,11,2015.12.1,,2022.1.1,No,46,,,4577,3,0,48480,2953710
C-11051,여성,31,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.1.1,,2022.1.1,No,56,,,3904,5,0,30060,722520
C-11052,여성,33,30대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,4,2020.12.1,,2022.1.1,No,56,,,4667,3,0,16840,16840
C-11053,남성,58,50대,Yes,Yes,3,Yes,10,Yes,신용카드,Yes,No,Yes,Yes,28,2019.8.1,,2022.1.1,No,33,,,3937,3,0,36500,619920
C-11054,여성,53,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.1.1,,2022.1.1,No,60,,,4497,4,0,26220,314590
C-11056,남성,77,70대,Yes,No,0,Yes,2,Yes,신용카드,No,Yes,Yes,Yes,8,2015.12.1,,2022.1.1,No,74,,,5413,3,0,2490,150970
C-11057,남성,24,20대,No,No,0,No,0,No,신용카드,Yes,No,Yes,Yes,26,2018.10.1,,2022.1.1,No,60,,,2450,3,0,41130,1110230
C-11058,여성,53,50대,Yes,Yes,2,Yes,2,Yes,계좌이체,Yes,No,No,Yes,29,2017.1.1,,2022.1.1,No,29,,,5921,3,0,40910,1962360
C-11059,남성,50,50대,Yes,No,0,Yes,5,Yes,계좌이체,Yes,Yes,No,No,6,2015.2.1,,2022.1.1,No,31,,,5295,3,45200,49830,3534980
C-11060,여성,28,20대,Yes,Yes,3,Yes,9,Yes,신용카드,No,Yes,Yes,Yes,52,2020.9.1,,2022.1.1,No,23,,,5605,3,0,39780,159100
C-11061,남성,40,40대,Yes,No,0,Yes,6,Yes,계좌이체,Yes,Yes,No,Yes,29,2015.12.1,,2022.1.1,No,74,,,6298,4,0,31300,1906650
C-11062,여성,23,20대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,58,2018.6.1,,2022.1.1,No,78,,,5320,4,0,51640,1601210
C-11063,여성,53,50대,Yes,No,0,Yes,1,No,계좌이체,No,Yes,No,Yes,13,2018.10.1,2021.6.1,2021.6.1,Yes,74,Dissatisfaction,Limited range of services,4017,2,0,42380,1355320
C-11064,여성,22,20대,No,No,0,No,0,No,계좌이체,Yes,No,Yes,No,73,2018.7.1,,2022.1.1,No,35,,,5503,4,67800,48030,1440410
C-11065,여성,31,30대,Yes,Yes,1,Yes,4,No,신용카드,No,No,No,No,0,2016.6.1,,2022.1.1,No,53,,,4277,4,0,35370,1945300
C-11066,여성,37,30대,Yes,No,0,No,0,No,신용카드,No,No,No,No,0,2017.7.1,,2022.1.1,No,69,,,2127,3,0,6780,282390
C-11067,여성,21,20대,No,No,0,Yes,1,Yes,계좌이체,Yes,Yes,Yes,Yes,48,2015.11.1,2021.9.1,2021.9.1,Yes,73,Price,Price too high,5947,1,0,18980,1327300
C-11068,여성,25,20대,Yes,Yes,2,Yes,1,No,신용카드,No,No,No,No,0,2015.2.1,,2022.1.1,No,59,,,5471,5,0,33220,2359550
C-11069,여성,25,20대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,26,2017.6.1,,2022.1.1,No,57,,,4115,4,0,28140,1207520
C-11070,남성,37,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,6,2019.6.1,,2022.1.1,No,54,,,3784,4,0,0,0
C-11071,남성,33,30대,Yes,Yes,1,Yes,1,No,신용카드,No,No,No,No,0,2019.6.1,,2022.1.1,No,27,,,4464,5,0,14800,281940
C-11072,여성,43,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.1.1,,2022.1.1,No,71,,,5715,3,0,21130,253690
C-11073,남성,53,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,11,2020.9.1,,2022.1.1,No,59,,,2624,5,0,3390,13670
C-11074,여성,79,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,25,2020.10.1,2021.11.1,2021.11.1,Yes,99,Attitude,Attitude of support person,3363,2,0,5090,65430
C-11075,여성,21,20대,No,No,0,No,0,No,계좌이체,No,Yes,No,Yes,69,2021.2.1,2021.6.1,2021.6.1,Yes,95,Competitor,Competitor offered higher download speeds,5552,3,0,47120,188600
C-11076,남성,59,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,14,2020.7.1,2021.3.1,2021.3.1,Yes,71,Dissatisfaction,Product dissatisfaction,2632,1,0,27010,215940
C-11077,남성,65,60대,Yes,No,0,Yes,7,No,신용카드,Yes,Yes,Yes,Yes,17,2015.3.1,,2022.1.1,No,47,,,4666,3,0,13670,954740
C-11078,남성,39,30대,Yes,No,0,Yes,4,Yes,신용카드,Yes,Yes,Yes,Yes,20,2015.5.1,,2022.1.1,No,43,,,4451,3,0,43390,2949070
C-11079,남성,55,50대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,No,7,2021.6.1,2021.11.1,2021.11.1,Yes,72,Other,Don't know,3401,2,11300,1360,6550
C-11080,남성,20,20대,No,No,0,No,0,Yes,신용카드,No,No,Yes,No,42,2020.10.1,2021.10.1,2021.10.1,Yes,80,Competitor,Competitor had better devices,5598,1,135600,31870,381830
C-11081,남성,26,20대,Yes,Yes,3,Yes,1,Yes,신용카드,No,Yes,No,Yes,73,2016.4.1,,2022.1.1,No,51,,,5833,4,0,4750,269280
C-11082,여성,60,60대,Yes,Yes,1,Yes,10,No,신용카드,No,No,No,No,0,2016.10.1,,2022.1.1,No,69,,,4057,4,0,16390,837900
C-11083,여성,64,60대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,17,2020.9.1,,2022.1.1,No,74,,,4042,3,0,8480,33900
C-11084,남성,70,70대,Yes,No,0,Yes,2,No,신용카드,Yes,Yes,No,Yes,7,2015.3.1,,2022.1.1,No,34,,,5866,4,0,16390,1145370
C-11085,여성,42,40대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,No,0,2018.11.1,2021.5.1,2021.5.1,Yes,79,Attitude,Network reliability,2486,1,0,17400,520700
C-11086,남성,31,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,27,2021.4.1,2021.11.1,2021.11.1,Yes,98,Competitor,Competitor made better offer,5356,2,0,40570,284080
C-11087,남성,66,60대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,16,2019.6.1,,2022.1.1,No,70,,,4447,3,0,33670,639810
C-11089,남성,60,60대,No,No,0,No,0,Yes,이체/메일확인,No,Yes,Yes,Yes,23,2020.11.1,2021.11.1,2021.11.1,Yes,97,Attitude,Attitude of support person,3965,2,0,18650,223060
C-11090,남성,36,30대,No,No,0,No,0,No,이체/메일확인,No,No,Yes,Yes,2,2019.11.1,2021.4.1,2021.4.1,Yes,94,Dissatisfaction,Lack of self-service on Website,5659,1,0,52660,895190
C-11091,남성,79,70대,Yes,No,0,Yes,1,Yes,신용카드,No,No,No,Yes,25,2016.1.1,2021.7.1,2021.7.1,Yes,96,Competitor,Attitude of support person,4479,1,0,32660,2152420
C-11092,남성,26,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,59,2021.8.1,2021.11.1,2021.11.1,Yes,67,Other,Competitor offered more data,2450,3,0,41250,123620
C-11093,남성,76,70대,Yes,No,0,Yes,7,Yes,계좌이체,Yes,No,No,Yes,10,2016.10.1,,2022.1.1,No,68,,,4163,4,0,2490,127350
C-11094,남성,38,30대,No,No,0,No,0,No,신용카드,No,No,No,Yes,16,2016.11.1,2021.2.1,2021.2.1,Yes,91,Other,Don't know,4769,3,0,6330,323860
C-11095,여성,44,40대,Yes,No,0,Yes,10,No,신용카드,No,No,No,No,0,2015.2.1,,2022.1.1,No,56,,,4121,4,0,20790,1477020
C-11096,남성,53,50대,No,No,0,No,0,No,신용카드,No,No,No,Yes,21,2018.11.1,2021.10.1,2021.10.1,Yes,79,Other,Don't know,2785,3,0,28250,990330
C-11097,여성,64,60대,No,No,0,No,0,No,계좌이체,No,Yes,No,Yes,21,2020.2.1,,2022.1.1,No,60,,,4467,4,0,3390,36730
C-11098,여성,39,30대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,25,2021.4.1,2021.6.1,2021.6.1,Yes,100,Price,Lack of affordable download/upload speed,3005,2,0,47010,94130
C-11099,여성,74,70대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,No,26,2019.9.1,2021.11.1,2021.11.1,Yes,90,Price,Price too high,4232,1,67800,53790,1399390
C-11100,남성,37,30대,Yes,Yes,2,Yes,1,No,신용카드,No,No,No,No,0,2016.1.1,,2022.1.1,No,71,,,5449,5,0,32210,1928910
C-11101,남성,27,20대,Yes,Yes,3,Yes,1,Yes,신용카드,Yes,Yes,No,Yes,41,2015.11.1,,2022.1.1,No,66,,,5179,3,0,44860,2779240
C-11102,여성,47,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,13,2020.1.1,,2022.1.1,No,35,,,4998,3,0,40790,489630
C-11103,여성,42,40대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,9,2021.6.1,2021.10.1,2021.10.1,Yes,92,Competitor,Attitude of service provider,2220,1,0,32880,131530
C-11104,남성,76,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,18,2017.4.1,,2022.1.1,No,58,,,3960,4,0,17740,795860
C-11105,여성,29,20대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,69,2021.8.1,2021.9.1,2021.9.1,Yes,89,Attitude,Attitude of support person,5828,3,0,34920,34920
C-11106,여성,59,50대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,No,0,2020.5.1,,2022.1.1,No,49,,,3330,5,0,29950,239330
C-11107,여성,30,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,52,2021.6.1,2021.8.1,2021.8.1,Yes,86,Other,Don't know,2101,1,0,30400,60680
C-11108,여성,38,30대,Yes,No,0,Yes,2,Yes,신용카드,No,No,No,No,0,2015.5.1,,2022.1.1,No,72,,,6146,5,0,30060,2047000
C-11109,여성,54,50대,Yes,No,0,Yes,4,Yes,신용카드,Yes,Yes,Yes,No,18,2018.1.1,,2022.1.1,No,25,,,4505,3,56500,21700,782640
C-11110,여성,44,40대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020.12.1,,2022.1.1,No,58,,,5607,5,0,11530,11530
C-11111,여성,55,50대,Yes,No,0,Yes,1,No,이체/메일확인,No,Yes,Yes,No,5,2017.12.1,2021.6.1,2021.6.1,Yes,82,Competitor,Competitor had better devices,2044,2,56500,0,0
C-11112,남성,75,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,12,2021.3.1,2021.8.1,2021.8.1,Yes,88,Other,Moved,2960,1,0,41130,205430
C-11113,여성,40,40대,No,No,0,No,0,Yes,이체/메일확인,Yes,No,No,Yes,18,2020.10.1,2021.8.1,2021.8.1,Yes,69,Competitor,Competitor had better devices,5686,1,0,51640,516300
C-11114,여성,42,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,5,2016.3.1,2021.11.1,2021.11.1,Yes,86,Dissatisfaction,Product dissatisfaction,4714,1,0,49950,3399380
C-11115,남성,75,70대,Yes,No,0,Yes,7,Yes,계좌이체,No,No,No,Yes,10,2020.2.1,2021.10.1,2021.10.1,Yes,84,Competitor,Competitor had better devices,5604,1,0,5990,120010
C-11116,여성,30,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2018.8.1,,2022.1.1,No,35,,,2265,3,0,17060,493470
C-11117,남성,60,60대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,2,2020.12.1,,2022.1.1,No,46,,,5754,4,0,17180,17180
C-11118,여성,20,20대,No,No,0,No,0,No,계좌이체,Yes,No,No,Yes,59,2019.11.1,,2022.1.1,No,25,,,2331,3,0,40910,573020
C-11119,여성,46,40대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,29,2020.8.1,,2022.1.1,No,74,,,5846,5,0,12430,62150
C-11120,여성,29,20대,No,Yes,1,No,0,No,신용카드,No,No,No,No,0,2019.6.1,,2022.1.1,No,69,,,4855,4,0,40120,761170
C-11121,남성,80,80대,Yes,No,0,Yes,3,No,신용카드,No,No,No,No,0,2015.2.1,,2022.1.1,No,26,,,5341,5,0,42150,2988620
C-11122,남성,72,70대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,10,2020.9.1,,2022.1.1,No,33,,,2104,3,0,0,0
C-11123,여성,20,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,51,2020.12.1,,2022.1.1,No,58,,,4063,4,11300,11410,11410
C-11124,남성,38,30대,No,Yes,2,No,0,Yes,신용카드,No,No,No,No,0,2020.7.1,,2022.1.1,No,75,,,3478,4,0,19100,114700
C-11125,여성,77,70대,Yes,Yes,2,Yes,1,Yes,계좌이체,No,Yes,No,Yes,19,2018.5.1,,2022.1.1,No,59,,,4848,3,0,55600,1779410
C-11126,여성,45,40대,Yes,No,0,Yes,10,Yes,계좌이체,Yes,Yes,Yes,Yes,5,2015.5.1,,2022.1.1,No,77,,,4113,3,0,17740,1202550
C-11127,여성,48,40대,Yes,No,0,Yes,5,Yes,계좌이체,No,No,No,Yes,27,2018.5.1,2021.2.1,2021.2.1,Yes,76,Attitude,Attitude of support person,5080,3,0,22600,746590
C-11128,여성,40,40대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,20,2015.10.1,,2022.1.1,No,66,,,5775,5,0,21470,1353290
C-11129,남성,35,30대,Yes,No,0,Yes,8,No,신용카드,No,No,No,No,0,2016.8.1,,2022.1.1,No,61,,,4157,3,0,38990,2063830
C-11130,남성,71,70대,No,Yes,3,No,0,Yes,계좌이체,No,No,No,Yes,52,2019.11.1,2021.5.1,2021.5.1,Yes,81,Competitor,Competitor made better offer,3179,2,0,12770,230410
C-11131,여성,65,60대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,20,2020.7.1,,2022.1.1,No,79,,,4716,3,0,14350,85880
C-11132,여성,75,70대,Yes,Yes,1,Yes,3,Yes,신용카드,No,No,No,Yes,26,2016.2.1,,2022.1.1,No,21,,,6492,3,0,18310,1076780
C-11133,남성,60,60대,No,No,0,No,0,Yes,신용카드,No,No,No,No,8,2021.7.1,2021.8.1,2021.8.1,Yes,97,Dissatisfaction,Lack of self-service on Website,5338,3,45200,4750,4750
C-11134,남성,50,50대,No,No,0,No,0,Yes,계좌이체,Yes,No,Yes,Yes,18,2017.1.1,,2022.1.1,No,56,,,2667,3,0,50620,2427810
C-11135,남성,33,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.12.1,,2022.1.1,No,44,,,4629,3,0,40570,40570
C-11136,여성,64,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,22,2017.12.1,,2022.1.1,No,52,,,2904,5,0,19780,729980
C-11137,남성,61,60대,No,No,0,No,0,No,이체/메일확인,No,No,No,Yes,15,2018.10.1,,2022.1.1,No,51,,,5428,3,0,3050,82040
C-11138,여성,57,50대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,Yes,No,3,2020.4.1,2021.6.1,2021.6.1,Yes,98,Competitor,Competitor offered higher download speeds,2504,1,135600,8590,120570
C-11139,남성,32,30대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,22,2015.1.1,,2022.1.1,No,55,,,6284,3,0,16950,1222890
C-11140,여성,28,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,76,2021.4.1,2021.7.1,2021.7.1,Yes,97,Competitor,Competitor offered higher download speeds,2448,1,0,52660,157970
C-11141,여성,27,20대,Yes,No,0,Yes,4,Yes,신용카드,Yes,Yes,No,Yes,48,2015.3.1,,2022.1.1,No,41,,,5192,4,0,6550,456410
C-11142,남성,45,40대,Yes,No,0,Yes,10,No,계좌이체,No,No,No,No,0,2020.1.1,,2022.1.1,No,77,,,5279,4,0,12430,149730
C-11143,남성,56,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.2.1,,2022.1.1,No,43,,,3434,5,0,52210,1199950
C-11144,여성,60,60대,Yes,Yes,1,Yes,6,Yes,신용카드,No,Yes,Yes,Yes,21,2019.2.1,,2022.1.1,No,66,,,2159,4,0,31080,714500
C-11145,여성,54,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,22,2017.9.1,,2022.1.1,No,53,,,3819,3,0,3160,127920
C-11146,남성,44,40대,No,No,0,No,0,No,신용카드,No,No,No,No,22,2020.2.1,,2022.1.1,No,39,,,5253,5,169500,45880,504550
C-11147,남성,55,50대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2017.7.1,,2022.1.1,No,39,,,3575,3,0,43730,1838620
C-11148,남성,36,30대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,Yes,12,2018.12.1,2021.10.1,2021.10.1,Yes,77,Other,Don't know,2777,3,0,15260,516750
C-11149,여성,43,40대,No,Yes,1,No,0,Yes,계좌이체,No,No,No,Yes,23,2020.1.1,,2022.1.1,No,61,,,3280,3,0,29490,354370
C-11150,여성,53,50대,Yes,No,0,Yes,6,No,신용카드,Yes,Yes,No,Yes,10,2015.2.1,,2022.1.1,No,65,,,5856,3,0,5880,418780
C-11151,남성,27,20대,Yes,No,0,Yes,8,Yes,신용카드,No,No,No,Yes,48,2017.10.1,,2022.1.1,No,21,,,4259,3,0,0,0
C-11152,여성,44,40대,Yes,Yes,1,Yes,2,Yes,계좌이체,No,Yes,No,Yes,19,2016.3.1,,2022.1.1,No,70,,,6433,5,0,49830,2890310
C-11153,여성,21,20대,No,No,0,Yes,8,No,신용카드,No,No,No,No,0,2015.12.1,,2022.1.1,No,57,,,4376,4,0,47570,2902630
C-11154,남성,71,70대,Yes,No,0,Yes,1,No,계좌이체,Yes,No,No,Yes,26,2019.6.1,,2022.1.1,No,22,,,4533,4,0,34350,653590
C-11155,남성,30,30대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,71,2015.12.1,,2022.1.1,No,29,,,5364,3,0,47910,2922630
C-11156,남성,44,40대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,23,2020.6.1,2021.6.1,2021.6.1,Yes,69,Competitor,Competitor offered higher download speeds,4581,3,0,10850,130180
C-11157,여성,44,40대,Yes,Yes,2,Yes,10,No,신용카드,No,No,No,No,0,2019.9.1,,2022.1.1,No,43,,,5293,3,0,8020,129050
C-11158,남성,24,20대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,26,2016.1.1,,2022.1.1,No,40,,,6209,3,0,34920,2096380
C-11159,남성,39,30대,Yes,No,0,Yes,3,No,계좌이체,No,Yes,Yes,Yes,3,2016.9.1,,2022.1.1,No,49,,,4729,3,0,50510,2623630
C-11160,여성,53,50대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,14,2019.8.1,,2022.1.1,No,22,,,4439,5,0,6220,105430
C-11161,여성,79,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,2,2021.2.1,2021.11.1,2021.11.1,Yes,71,Attitude,Competitor offered higher download speeds,5242,2,0,48930,440810
C-11162,여성,64,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2015.10.1,,2022.1.1,No,64,,,4948,3,0,30170,1903600
C-11163,여성,65,60대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,26,2017.3.1,,2022.1.1,No,43,,,3191,4,0,13450,620140
C-11164,여성,51,50대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,No,13,2017.7.1,,2022.1.1,No,62,,,3179,3,90400,0,0
C-11165,여성,33,30대,Yes,Yes,3,Yes,10,No,신용카드,No,No,No,No,0,2017.2.1,,2022.1.1,No,34,,,3843,3,0,46900,2206210
C-11166,남성,53,50대,Yes,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,30,2016.10.1,,2022.1.1,No,26,,,4965,3,0,10400,530760
C-11167,남성,21,20대,No,No,0,Yes,1,No,계좌이체,Yes,No,Yes,Yes,59,2017.4.1,,2022.1.1,No,39,,,5083,3,0,51080,2298990
C-11168,남성,38,30대,Yes,Yes,3,Yes,1,No,신용카드,No,No,No,No,0,2016.8.1,,2022.1.1,No,22,,,6050,4,0,23050,1224130
